"file","block","has_frontmatter","title","id","type","status","date","owner","authority","review_cycle","parents","h2","lines"
"06.00 Comercial, Captação e Relacion.md","06","True","06.00 Comercial, Captação e Relacionamento","pavie-06-00-comercial-captacao-relacionamento","documento_mestre_bloco_comercial_relacionamento","vigente","2026-03-07","Fabio Mathias Pavie","documento_mestre_de_bloco","12 meses, com revisão extraordinária por mudança relevante de posicionamento, alteração do portfólio, saturação do funil, queda estrutural de conversão, incidente reputacional, mudança regulatória com impacto ético-comercial ou revisão dos blocos 01 e 05","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.00 Plano Diretor Estratégico e Operacional — versão constitucionalmente alinhada | 01.01 Plano Anual de Execução | 01.02 Plano Trimestral de Prioridades e Revisão | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 02.00 Matriz de Papéis, Responsabilidades e Alçadas — versão revista | 02.01 Política de Revisão Humana e Aprovação Final | 02.03 Regimento de Decisões Estruturais | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.06 Esteira Administrativo-Financeira e Cobrança | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.09 Manual de Controles por Esteira | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço | 05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização | 05.04 Matriz de Complexidade, Escopo e Precificação-Base | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente | 05.06 Política de Propostas, Pacotes e Arranjos de Serviço | 05.07 Regime de Casos Estratégicos, Exceções e Matérias Satélite | 05.08 Protocolo de Revisão Periódica do Portfólio","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos do bloco 06 | 4. Objetivos permanentes do bloco 06","486"
"06.01 Política de Triagem Comercial .md","06","True","06.01 Política de Triagem Comercial e Qualificação","pavie-06-01-politica-triagem-comercial-qualificacao","politica_triagem_comercial_qualificacao","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_06","12 meses, com revisão extraordinária por queda de qualidade do funil, excesso de propostas para leads imaturos, recorrência de não conversão por má qualificação, aumento de satélites não filtrados, incidente de expectativa comercial ou revisão dos blocos 05 e 06","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.09 Manual de Controles por Esteira | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço | 05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização | 05.04 Matriz de Complexidade, Escopo e Precificação-Base | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente | 05.06 Política de Propostas, Pacotes e Arranjos de Serviço | 05.07 Regime de Casos Estratégicos, Exceções e Matérias Satélite | 05.08 Protocolo de Revisão Periódica do Portfólio | 06.00 Comercial, Captação e Relacionamento","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos da qualificação comercial | 4. Objetivos permanentes desta política","457"
"06.02 Política de Orçamento, Convers.md","06","True","06.02 Política de Orçamento, Conversão e Fechamento","pavie-06-02-politica-orcamento-conversao-fechamento","politica_orcamento_conversao_fechamento","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_06","12 meses, com revisão extraordinária por queda relevante de conversão, aumento de retrabalho em propostas, recorrência de descontos desordenados, conflitos de expectativa após fechamento, aumento de leads maduros perdidos, ou revisão dos blocos 05 e 06","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.06 Esteira Administrativo-Financeira e Cobrança | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.09 Manual de Controles por Esteira | 04.10 Painel Executivo de Integridade por Esteira | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço | 05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização | 05.04 Matriz de Complexidade, Escopo e Precificação-Base | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente | 05.06 Política de Propostas, Pacotes e Arranjos de Serviço | 06.00 Comercial, Captação e Relacionamento | 06.01 Política de Triagem Comercial e Qualificação","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos do orçamento e da conversão | 4. Objetivos permanentes desta política","480"
"06.03 Jornada do Cliente, Onboarding.md","06","True","06.03 Jornada do Cliente, Onboarding e Acompanhamento","pavie-06-03-jornada-cliente-onboarding-acompanhamento","jornada_cliente_onboarding_acompanhamento","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_06","12 meses, com revisão extraordinária por aumento de atritos pós-fechamento, falhas recorrentes de expectativa, onboarding incompleto, baixa resposta de cliente, incidentes de documentação, ruptura entre comercial e produção, ou revisão dos blocos 03, 05 e 06","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.05 Esteira de Produção Jurídica, Prazos e Entregáveis | 03.06 Esteira Administrativo-Financeira e Cobrança | 04.04 Protocolo PAVIE TRACE | 04.09 Manual de Controles por Esteira | 04.10 Painel Executivo de Integridade por Esteira | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço | 05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente | 05.06 Política de Propostas, Pacotes e Arranjos de Serviço | 06.00 Comercial, Captação e Relacionamento | 06.01 Política de Triagem Comercial e Qualificação | 06.02 Política de Orçamento, Conversão e Fechamento","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos da jornada ativa | 4. Objetivos permanentes desta política","533"
"06.04 Política de Relacionamento, Pó.md","06","True","06.04 Política de Relacionamento, Pós-Entrega e Recorrência","pavie-06-04-politica-relacionamento-pos-entrega-recorrencia","politica_relacionamento_pos_entrega_recorrencia","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_06","12 meses, com revisão extraordinária por queda de recorrência qualificada, aumento de atritos pós-entrega, baixo retorno de clientes antigos, recontatos mal calibrados, incidentes relacionais ou revisão dos blocos 05 e 06","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.05 Esteira de Produção Jurídica, Prazos e Entregáveis | 03.06 Esteira Administrativo-Financeira e Cobrança | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.04 Protocolo PAVIE TRACE | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.09 Manual de Controles por Esteira | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço | 05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente | 05.08 Protocolo de Revisão Periódica do Portfólio | 06.00 Comercial, Captação e Relacionamento | 06.01 Política de Triagem Comercial e Qualificação | 06.02 Política de Orçamento, Conversão e Fechamento | 06.03 Jornada do Cliente, Onboarding e Acompanhamento","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos | 4. Objetivos permanentes desta política","416"
"06.05 Política de Indicações, Parcer.md","06","True","06.05 Política de Indicações, Parcerias de Captação e Origem de Demanda","pavie-06-05-politica-indicacoes-parcerias-captacao-origem-demanda","politica_indicacoes_parcerias_captacao_origem_demanda","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_06","12 meses, com revisão extraordinária por concentração excessiva em um único canal, aumento de leads ruins por determinada origem, incidentes éticos ou reputacionais envolvendo parceiro, queda de aderência por canal, ou revisão dos blocos 05 e 06","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 02.04 Política de Terceiros, Parceiros e Correspondentes | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.09 Manual de Controles por Esteira | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização | 05.08 Protocolo de Revisão Periódica do Portfólio | 06.00 Comercial, Captação e Relacionamento | 06.01 Política de Triagem Comercial e Qualificação | 06.04 Política de Relacionamento, Pós-Entrega e Recorrência","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos | 4. Objetivos permanentes desta política","432"
"06.06 Política de Conteúdo, Autoridade e Captação.md","06","True","06.06 Política de Conteúdo, Autoridade e Captação Ética","pavie-06-06-politica-conteudo-autoridade-captacao-etica","politica_conteudo_autoridade_captacao_etica","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_06","12 meses, com revisão extraordinária por mudança relevante de portfólio, alteração ética-regulatória, baixa aderência do conteúdo ao funil, aumento de leads ruins por conteúdo, incidente reputacional, ou revisão dos blocos 05, 06 ou 07","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.07 Esteira de Conhecimento, Modelos e Reutilização | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.03 Política de IA, Automação e Supervisão Algorítmica | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.09 Manual de Controles por Esteira | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço | 05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente | 05.08 Protocolo de Revisão Periódica do Portfólio | 06.00 Comercial, Captação e Relacionamento | 06.01 Política de Triagem Comercial e Qualificação | 06.05 Política de Indicações, Parcerias de Captação e Origem de Demanda","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos | 4. Objetivos permanentes desta política","495"
"06.07 CRM Comercial, Pipeline e Ge - Copia.md","06","True","06.07 CRM Comercial, Pipeline e Gestão de Oportunidades","pavie-06-07-crm-comercial-pipeline-gestao-oportunidades","crm_comercial_pipeline_gestao_oportunidades","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_06","12 meses, com revisão extraordinária por inflamento do pipeline, perda de confiabilidade dos dados, queda de conversão, excesso de oportunidades paradas, falhas de passagem ao onboarding, incidentes de memória comercial ou revisão dos blocos 05 e 06","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.06 Esteira Administrativo-Financeira e Cobrança | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.04 Protocolo PAVIE TRACE | 04.09 Manual de Controles por Esteira | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço | 05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização | 05.04 Matriz de Complexidade, Escopo e Precificação-Base | 05.06 Política de Propostas, Pacotes e Arranjos de Serviço | 06.00 Comercial, Captação e Relacionamento | 06.01 Política de Triagem Comercial e Qualificação | 06.02 Política de Orçamento, Conversão e Fechamento | 06.03 Jornada do Cliente, Onboarding e Acompanhamento | 06.04 Política de Relacionamento, Pós-Entrega e Recorrência | 06.05 Política de Indicações, Parcerias de Captação e Origem de Demanda | 06.06 Política de Conteúdo, Autoridade e Captação Ética","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos | 4. Objetivos permanentes desta política","505"
"06.08 Protocolo de Perda, Reativação.md","06","True","06.08 Protocolo de Perda, Reativação e Reaproveitamento de Leads","pavie-06-08-protocolo-perda-reativacao-reaproveitamento-leads","protocolo_perda_reativacao_reaproveitamento_leads","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_06","12 meses, com revisão extraordinária por aumento relevante de perdas evitáveis, excesso de oportunidades paradas, reativações sem resultado, contatos antigos sem memória reaproveitável, incidente relacional por insistência inadequada, ou revisão dos blocos 05 e 06","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 03.04 Esteira de CRM, Captação, Triagem e Onboarding | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.04 Protocolo PAVIE TRACE | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.09 Manual de Controles por Esteira | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.03 Critérios de Aceitação, Recusa, Encaminhamento e Despriorização | 05.08 Protocolo de Revisão Periódica do Portfólio | 06.00 Comercial, Captação e Relacionamento | 06.01 Política de Triagem Comercial e Qualificação | 06.02 Política de Orçamento, Conversão e Fechamento | 06.03 Jornada do Cliente, Onboarding e Acompanhamento | 06.04 Política de Relacionamento, Pós-Entrega e Recorrência | 06.05 Política de Indicações, Parcerias de Captação e Origem de Demanda | 06.06 Política de Conteúdo, Autoridade e Captação Ética | 06.07 CRM Comercial, Pipeline e Gestão de Oportunidades","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos | 4. Objetivos permanentes deste protocolo","438"
"07.00 Marca, Comunicação e Presença .md","07","True","07.00 Marca, Comunicação e Presença Institucional","pavie-07-00-marca-comunicacao-presenca-institucional","documento_mestre_bloco_marca_comunicacao_presenca","vigente","2026-03-07","Fabio Mathias Pavie","documento_mestre_de_bloco","12 meses, com revisão extraordinária por mudança relevante de portfólio, alteração da identidade institucional, incidente reputacional, expansão relevante de canais, revisão do bloco 06, alteração estratégica do posicionamento ou evolução material da presença digital da PAVIE","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.00 Plano Diretor Estratégico e Operacional — versão constitucionalmente alinhada | 01.01 Plano Anual de Execução | 01.02 Plano Trimestral de Prioridades e Revisão | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 02.00 Matriz de Papéis, Responsabilidades e Alçadas — versão revista | 02.03 Regimento de Decisões Estruturais | 03.07 Esteira de Conhecimento, Modelos e Reutilização | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.00 Política de Controle, Risco e Conformidade | 04.02 Política de LGPD, Segurança da Informação e Zero Trust | 04.03 Política de IA, Automação e Supervisão Algorítmica | 04.07 Política de Diligência Reforçada, KYC, KYE, KYP, KYS e PLD | 04.08 Política de Resposta a Incidentes de Conformidade | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente | 05.08 Protocolo de Revisão Periódica do Portfólio | 06.00 Comercial, Captação e Relacionamento | 06.05 Política de Indicações, Parcerias de Captação e Origem de Demanda | 06.06 Política de Conteúdo, Autoridade e Captação Ética | 06.07 CRM Comercial, Pipeline e Gestão de Oportunidades | 06.08 Protocolo de Perda, Reativação e Reaproveitamento de Leads","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos do bloco 07 | 4. Objetivos permanentes do bloco 07","456"
"07.01_manual_de_identidade_verbal_to.md","07","False","07.01 Manual de Identidade Verbal, Tom e Mensagem Institucional","","","","","","","","","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos da identidade verbal da PAVIE | 4. Objetivos permanentes deste manual","375"
"07.02 Manual de Identidade Visual e .md","07","True","07.02 Manual de Identidade Visual e Sistema de Aplicação da Marca","pavie-07-02-manual-identidade-visual-sistema-aplicacao-marca","manual_identidade_visual_sistema_aplicacao_marca","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_07","12 meses, com revisão extraordinária por mudança de posicionamento, revisão da marca, expansão relevante de ativos digitais, incidente de incoerência visual, alteração importante do site/blog ou revisão do bloco 07","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 03.07 Esteira de Conhecimento, Modelos e Reutilização | 04.00 Política de Controle, Risco e Conformidade | 04.02 Política de LGPD, Segurança da Informação e Zero Trust | 04.03 Política de IA, Automação e Supervisão Algorítmica | 04.08 Política de Resposta a Incidentes de Conformidade | 05.00 Portfólio Jurídico e Entrega de Valor | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente | 06.06 Política de Conteúdo, Autoridade e Captação Ética | 07.00 Marca, Comunicação e Presença Institucional | 07.01 Manual de Identidade Verbal, Tom e Mensagem Institucional","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos da identidade visual da PAVIE | 4. Objetivos permanentes deste manual","529"
"07.03 Arquitetura de Canais, Ativos .md","07","True","07.03 Arquitetura de Canais, Ativos Digitais e Presença Pública","pavie-07-03-arquitetura-canais-ativos-digitais-presenca-publica","arquitetura_canais_ativos_digitais_presenca_publica","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_07","12 meses, com revisão extraordinária por criação ou descontinuação relevante de canal, mudança de domínio, alteração da arquitetura do site/blog, incidente de reputação digital, duplicidade de presença, mudança importante de portfólio ou revisão estrutural do bloco 07","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 03.07 Esteira de Conhecimento, Modelos e Reutilização | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.00 Política de Controle, Risco e Conformidade | 04.02 Política de LGPD, Segurança da Informação e Zero Trust | 04.03 Política de IA, Automação e Supervisão Algorítmica | 04.08 Política de Resposta a Incidentes de Conformidade | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente | 05.08 Protocolo de Revisão Periódica do Portfólio | 06.00 Comercial, Captação e Relacionamento | 06.05 Política de Indicações, Parcerias de Captação e Origem de Demanda | 06.06 Política de Conteúdo, Autoridade e Captação Ética | 06.07 CRM Comercial, Pipeline e Gestão de Oportunidades | 07.00 Marca, Comunicação e Presença Institucional | 07.01 Manual de Identidade Verbal, Tom e Mensagem Institucional | 07.02 Manual de Identidade Visual e Sistema de Aplicação da Marca","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos da arquitetura de presença | 4. Objetivos permanentes desta política","481"
"07.04 Política de Site, Blog, Página.md","07","True","07.04 Política de Site, Blog, Páginas Estratégicas e SEO Institucional","pavie-07-04-politica-site-blog-paginas-estrategicas-seo-institucional","politica_site_blog_paginas_estrategicas_seo_institucional","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_07","12 meses, com revisão extraordinária por mudança relevante do portfólio, alteração da arquitetura do domínio ou do blog, queda relevante de qualidade orgânica, incidente de reputação digital, revisão do bloco 06 ou reestruturação do ecossistema público da PAVIE","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 03.07 Esteira de Conhecimento, Modelos e Reutilização | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.00 Política de Controle, Risco e Conformidade | 04.02 Política de LGPD, Segurança da Informação e Zero Trust | 04.03 Política de IA, Automação e Supervisão Algorítmica | 04.08 Política de Resposta a Incidentes de Conformidade | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.02 Catálogo de Produtos Jurídicos e Classes de Serviço | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente | 05.08 Protocolo de Revisão Periódica do Portfólio | 06.00 Comercial, Captação e Relacionamento | 06.01 Política de Triagem Comercial e Qualificação | 06.05 Política de Indicações, Parcerias de Captação e Origem de Demanda | 06.06 Política de Conteúdo, Autoridade e Captação Ética | 06.07 CRM Comercial, Pipeline e Gestão de Oportunidades | 07.00 Marca, Comunicação e Presença Institucional | 07.01 Manual de Identidade Verbal, Tom e Mensagem Institucional | 07.02 Manual de Identidade Visual e Sistema de Aplicação da Marca | 07.03 Arquitetura de Canais, Ativos Digitais e Presença Pública","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos | 4. Objetivos permanentes desta política","495"
"07.05 Política de Redes Sociais, Dis.md","07","True","07.05 Política de Redes Sociais, Distribuição e Cadência Pública","pavie-07-05-politica-redes-sociais-distribuicao-cadencia-publica","politica_redes_sociais_distribuicao_cadencia_publica","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_07","12 meses, com revisão extraordinária por mudança relevante do mix de canais, queda estrutural de consistência, saturação operacional, incidente reputacional em rede, alteração importante do portfólio, revisão do bloco 06 ou mudança material da estratégia pública da PAVIE","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 03.07 Esteira de Conhecimento, Modelos e Reutilização | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.00 Política de Controle, Risco e Conformidade | 04.02 Política de LGPD, Segurança da Informação e Zero Trust | 04.03 Política de IA, Automação e Supervisão Algorítmica | 04.08 Política de Resposta a Incidentes de Conformidade | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente | 05.08 Protocolo de Revisão Periódica do Portfólio | 06.00 Comercial, Captação e Relacionamento | 06.05 Política de Indicações, Parcerias de Captação e Origem de Demanda | 06.06 Política de Conteúdo, Autoridade e Captação Ética | 06.07 CRM Comercial, Pipeline e Gestão de Oportunidades | 07.00 Marca, Comunicação e Presença Institucional | 07.01 Manual de Identidade Verbal, Tom e Mensagem Institucional | 07.02 Manual de Identidade Visual e Sistema de Aplicação da Marca | 07.03 Arquitetura de Canais, Ativos Digitais e Presença Pública | 07.04 Política de Site, Blog, Páginas Estratégicas e SEO Institucional","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos | 4. Objetivos permanentes desta política","502"
"07.06 Política de Reputação, Prova I.md","07","True","07.06 Política de Reputação, Prova Institucional e Autoridade Pública","pavie-07-06-politica-reputacao-prova-institucional-autoridade-publica","politica_reputacao_prova_institucional_autoridade_publica","vigente","2026-03-07","Fabio Mathias Pavie","derivado_estrutural_do_bloco_07","12 meses, com revisão extraordinária por incidente reputacional, crescimento relevante de exposição pública, alteração relevante do portfólio, mudança importante dos sinais de confiança do escritório, revisão do bloco 06 ou reestruturação do bloco 07","00.00 Carta Constitucional da PAVIE Advocacia — Constituição e Governo do Escritório | 01.03 Mapa de Portfólio e Priorização | 01.04 Orçamento, Metas e Capacidade | 01.05 Roadmap de Evolução Estrutural | 03.07 Esteira de Conhecimento, Modelos e Reutilização | 03.08 Memória Operacional, Incidentes e Melhoria Contínua | 04.00 Política de Controle, Risco e Conformidade | 04.02 Política de LGPD, Segurança da Informação e Zero Trust | 04.03 Política de IA, Automação e Supervisão Algorítmica | 04.08 Política de Resposta a Incidentes de Conformidade | 04.10 Painel Executivo de Integridade por Esteira | 05.00 Portfólio Jurídico e Entrega de Valor | 05.01 Mapa Oficial de Frentes, Áreas e Subnichos | 05.05 Padrões de Entregáveis, Evidências e Experiência do Cliente | 05.08 Protocolo de Revisão Periódica do Portfólio | 06.00 Comercial, Captação e Relacionamento | 06.04 Política de Relacionamento, Pós-Entrega e Recorrência | 06.05 Política de Indicações, Parcerias de Captação e Origem de Demanda | 06.06 Política de Conteúdo, Autoridade e Captação Ética | 06.07 CRM Comercial, Pipeline e Gestão de Oportunidades | 07.00 Marca, Comunicação e Presença Institucional | 07.01 Manual de Identidade Verbal, Tom e Mensagem Institucional | 07.02 Manual de Identidade Visual e Sistema de Aplicação da Marca | 07.03 Arquitetura de Canais, Ativos Digitais e Presença Pública | 07.04 Política de Site, Blog, Páginas Estratégicas e SEO Institucional | 07.05 Política de Redes Sociais, Distribuição e Cadência Pública","1. Preâmbulo | 2. Natureza, finalidade e subordinação | 3. Fundamentos específicos | 4. Objetivos permanentes desta política","464"
